1,635977000
2,636007000
3,636052000
4,636067000
5,636067000
6,636067000
7,636067000
8,636067000
9,636067000
10,636067000
11,636067000
12,636067000
13,636067000
14,636067000
15,636067000
16,636067000
17,636067000
18,636067000
19,636067000
20,636067000
21,637355000
22,637400000
23,637400000
24,637401000
25,637401000
26,637401000
27,637401000
28,637401000
29,637401000
30,637401000
31,637401000
32,637401000
33,637401000
34,637401000
35,637401000
36,637401000
37,637401000
38,637404000
39,637404000
40,637421000
41,638589000
42,638624000
43,638632000
44,638632000
45,638632000
46,638632000
47,638632000
48,638632000
49,638677000
50,638677000
51,638677000
52,638677000
53,638677000
54,638677000
55,638677000
56,638677000
57,638677000
58,638677000
59,638677000
60,638677000
61,640177000
62,640215000
63,640230000
64,640230000
65,640230000
66,640230000
67,640230000
68,640230000
69,640230000
70,640230000
71,640254000
72,640254000
73,640254000
74,640254000
75,640254000
76,640254000
77,640455000
78,640455000
79,640455000
80,640455000
81,642447000
82,642706000
83,642706000
84,642706000
85,642706000
86,642706000
87,642706000
88,642706000
89,642706000
90,642706000
91,642718000
92,642718000
93,642718000
94,642718000
95,642718000
96,642718000
97,642718000
98,642753000
99,642753000
